시도,시군구,법정동,고등학교수,중학교수,초등학교수,총학교수
충청남도,예산군,봉산면,1,0,1,2
충청남도,예산군,삽교읍,1,2,3,6
충청남도,예산군,신암면,0,1,2,3
충청남도,예산군,신양면,0,1,1,2
충청남도,예산군,예산읍,4,2,4,10
충청남도,예산군,오가면,0,1,2,3
충청남도,예산군,응봉면,0,0,2,2
충청남도,천안시 동남구,광덕면,0,0,3,3
충청남도,천안시 동남구,구성동,0,0,1,1
충청남도,천안시 동남구,다가동,0,0,1,1
충청남도,천안시 동남구,동면,0,0,1,1
충청남도,천안시 동남구,목천읍,1,1,5,7
충청남도,천안시 동남구,병천면,1,1,1,3
충청남도,천안시 동남구,봉명동,2,2,2,6
충청남도,천안시 동남구,북면,0,0,2,2
충청남도,천안시 동남구,삼룡동,1,1,1,3
충청남도,천안시 동남구,성남면,0,1,2,3
충청남도,천안시 동남구,성황동,1,2,1,4
충청남도,천안시 동남구,수신면,0,0,1,1
충청남도,천안시 동남구,신방동,0,2,3,5
충청남도,천안시 동남구,신부동,3,0,3,6
충청남도,천안시 동남구,안서동,0,0,1,1
충청남도,천안시 동남구,용곡동,0,1,3,4
충청남도,천안시 동남구,원성동,2,2,1,5
충청남도,천안시 동남구,유량동,0,1,0,1
충청남도,천안시 동남구,청당동,0,1,3,4
충청남도,천안시 동남구,청수동,1,0,1,2
충청남도,천안시 동남구,풍세면,0,1,3,4
충청남도,천안시 서북구,두정동,1,3,4,8
충청남도,천안시 서북구,백석동,0,2,3,5
충청남도,천안시 서북구,부대동,0,1,1,2
충청남도,천안시 서북구,불당동,2,3,5,10
충청남도,천안시 서북구,성거읍,1,0,2,3
충청남도,천안시 서북구,성성동,1,1,2,4
충청남도,천안시 서북구,성정동,0,1,2,3
충청남도,천안시 서북구,성환읍,1,2,6,9
충청남도,천안시 서북구,신당동,2,0,0,2
충청남도,천안시 서북구,쌍용동,1,2,6,9
충청남도,천안시 서북구,업성동,1,0,1,2
충청남도,천안시 서북구,와촌동,0,0,1,1
충청남도,천안시 서북구,입장면,0,1,2,3
충청남도,천안시 서북구,직산읍,0,0,3,3
충청남도,천안시 서북구,차암동,0,0,1,1
충청남도,청양군,남양면,0,1,1,2
충청남도,청양군,대치면,0,0,1,1
충청남도,청양군,목면,0,0,1,1
충청남도,청양군,비봉면,0,0,1,1
충청남도,청양군,운곡면,0,0,1,1
충청남도,청양군,장평면,0,0,1,1
충청남도,청양군,정산면,1,1,1,3
충청남도,청양군,청남면,0,0,1,1
충청남도,청양군,청양읍,1,2,2,5
충청남도,청양군,화성면,0,0,1,1
충청남도,태안군,고남면,0,0,1,1
충청남도,태안군,근흥면,0,1,3,4
충청남도,태안군,남면,0,1,2,3
충청남도,태안군,소원면,1,1,3,5
충청남도,태안군,안면읍,1,1,4,6
충청남도,태안군,원북면,0,1,2,3
충청남도,태안군,이원면,0,0,2,2
충청남도,태안군,태안읍,2,2,4,8
충청남도,홍성군,갈산면,1,1,1,3
충청남도,홍성군,결성면,1,0,1,2
충청남도,홍성군,광천읍,3,2,2,7
충청남도,홍성군,구항면,0,0,2,2
충청남도,홍성군,금마면,0,1,2,3
충청남도,홍성군,서부면,0,1,2,3
충청남도,홍성군,은하면,0,0,1,1
충청남도,홍성군,장곡면,0,0,1,1
충청남도,홍성군,홍동면,0,1,2,3
충청남도,홍성군,홍북읍,2,2,4,8
충청남도,홍성군,홍성읍,2,3,3,8
충청북도,괴산군,감물면,0,1,1,2
충청북도,괴산군,괴산읍,1,2,2,5
충청북도,괴산군,문광면,0,0,1,1
충청북도,괴산군,불정면,0,0,1,1
충청북도,괴산군,사리면,0,0,1,1
충청북도,괴산군,소수면,0,0,1,1
충청북도,괴산군,연풍면,0,1,1,2
충청북도,괴산군,장연면,0,0,1,1
충청북도,괴산군,청안면,0,1,2,3
충청북도,괴산군,청천면,0,2,2,4
충청북도,괴산군,칠성면,0,1,1,2
충청북도,단양군,가곡면,0,0,3,3
충청북도,단양군,단성면,1,1,1,3
충청북도,단양군,단양읍,1,1,2,4
충청북도,단양군,대강면,0,0,1,1
충청북도,단양군,매포읍,0,1,2,3
충청북도,단양군,어상천면,0,0,1,1
충청북도,단양군,영춘면,0,2,2,4
충청북도,단양군,적성면,0,0,1,1
충청북도,보은군,내북면,0,0,1,1
충청북도,보은군,마로면,0,0,2,2
충청북도,보은군,보은읍,3,2,3,8
충청북도,보은군,산외면,0,0,1,1
충청북도,보은군,삼승면,0,1,2,3
충청북도,보은군,속리산면,0,0,1,1
충청북도,보은군,수한면,0,0,1,1
충청북도,보은군,장안면,0,0,1,1
충청북도,보은군,탄부면,0,1,1,2
충청북도,보은군,회남면,0,0,1,1
충청북도,보은군,회인면,0,1,1,2
충청북도,영동군,매곡면,0,0,1,1
충청북도,영동군,상촌면,0,0,1,1
충청북도,영동군,심천면,0,1,2,3
충청북도,영동군,양강면,0,0,1,1
충청북도,영동군,양산면,0,1,1,2
충청북도,영동군,영동읍,3,2,3,8
충청북도,영동군,용산면,0,0,1,1
충청북도,영동군,용화면,0,0,1,1
충청북도,영동군,추풍령면,0,1,1,2
충청북도,영동군,학산면,1,1,1,3
충청북도,영동군,황간면,1,1,1,3
충청북도,옥천군,군북면,0,0,1,1
충청북도,옥천군,군서면,0,0,1,1
충청북도,옥천군,동이면,0,0,2,2
충청북도,옥천군,안남면,0,0,1,1
충청북도,옥천군,안내면,0,1,1,2
충청북도,옥천군,옥천읍,2,2,4,8
충청북도,옥천군,이원면,0,1,1,2
충청북도,옥천군,청산면,1,1,1,3
충청북도,옥천군,청성면,0,0,1,1
충청북도,음성군,감곡면,1,2,3,6
충청북도,음성군,금왕읍,2,1,4,7
충청북도,음성군,대소면,0,1,2,3
충청북도,음성군,맹동면,1,1,2,4
충청북도,음성군,삼성면,0,1,2,3
충청북도,음성군,생극면,0,1,1,2
충청북도,음성군,소이면,0,0,1,1
충청북도,음성군,원남면,0,0,2,2
충청북도,음성군,음성읍,1,3,3,7
충청북도,제천시,고명동,1,0,0,1
충청북도,제천시,금성면,0,0,1,1
충청북도,제천시,남천동,0,0,1,1
충청북도,제천시,덕산면,0,1,1,2
충청북도,제천시,동현동,1,0,0,1
충청북도,제천시,명지동,0,0,1,1
충청북도,제천시,모산동,0,0,1,1
충청북도,제천시,백운면,0,1,2,3
충청북도,제천시,봉양읍,1,1,2,4
충청북도,제천시,서부동,1,1,0,2
충청북도,제천시,송학면,0,1,1,2
충청북도,제천시,수산면,0,1,1,2
충청북도,제천시,신백동,1,1,2,4
충청북도,제천시,신월동,1,0,0,1
충청북도,제천시,영천동,0,0,1,1
충청북도,제천시,의림동,0,0,1,1
충청북도,제천시,장락동,0,1,1,2
충청북도,제천시,천남동,0,0,1,1
충청북도,제천시,청전동,1,2,1,4
충청북도,제천시,청풍면,0,1,1,2
충청북도,제천시,하소동,0,1,1,2
충청북도,제천시,한수면,0,1,1,2
충청북도,제천시,화산동,0,0,1,1
충청북도,제천시,흑석동,0,0,1,1
충청북도,증평군,도안면,0,0,1,1
충청북도,증평군,증평읍,3,3,3,9
충청북도,진천군,광혜원면,1,1,1,3
충청북도,진천군,덕산읍,1,2,3,6
충청북도,진천군,문백면,1,1,2,4
충청북도,진천군,백곡면,0,0,1,1
충청북도,진천군,이월면,0,1,3,4
충청북도,진천군,진천읍,3,2,3,8
충청북도,진천군,초평면,0,0,2,2
충청북도,청주시 상당구,가덕면,2,1,2,5
충청북도,청주시 상당구,금천동,1,2,2,5
충청북도,청주시 상당구,남일면,0,0,3,3
충청북도,청주시 상당구,낭성면,0,0,1,1
충청북도,청주시 상당구,문의면,0,1,2,3
충청북도,청주시 상당구,미원면,1,1,2,4
충청북도,청주시 상당구,방서동,0,0,1,1
충청북도,청주시 상당구,석교동,0,0,1,1
충청북도,청주시 상당구,수동,1,1,0,2
충청북도,청주시 상당구,영동,1,1,1,3
충청북도,청주시 상당구,영운동,0,1,1,2
충청북도,청주시 상당구,용담동,1,0,2,3
충청북도,청주시 상당구,용암동,2,3,7,12
충청북도,청주시 상당구,용암동228,0,1,0,1
충청북도,청주시 상당구,용정동,0,1,0,1
충청북도,청주시 상당구,월오동,0,0,1,1
충청북도,청주시 상당구,탑동,1,1,0,2
충청북도,청주시 서원구,개신동,0,0,1,1
충청북도,청주시 서원구,남이면,0,0,2,2
충청북도,청주시 서원구,모충동,3,2,1,6
충청북도,청주시 서원구,미평동,0,1,0,1
충청북도,청주시 서원구,분평동,2,2,4,8
충청북도,청주시 서원구,사직동,0,1,2,3
충청북도,청주시 서원구,사창동,1,0,1,2
충청북도,청주시 서원구,산남동,1,1,2,4
충청북도,청주시 서원구,성화동,1,1,1,3
충청북도,청주시 서원구,수곡동,0,2,3,5
충청북도,청주시 서원구,죽림동,0,0,1,1
충청북도,청주시 서원구,현도면,1,1,2,4
충청북도,청주시 청원구,내덕동,2,0,2,4
충청북도,청주시 청원구,내수읍,0,1,4,5
충청북도,청주시 청원구,북이면,0,0,3,3
충청북도,청주시 청원구,사천동,1,1,2,4
충청북도,청주시 청원구,오창읍,3,4,7,14
충청북도,청주시 청원구,우암동,0,1,2,3
충청북도,청주시 청원구,율량동,2,1,3,6
충청북도,청주시 청원구,주중동,0,1,2,3
충청북도,청주시 흥덕구,가경동,4,5,6,15
충청북도,청주시 흥덕구,강내면,1,1,2,4
충청북도,청주시 흥덕구,복대동,3,3,6,12
충청북도,청주시 흥덕구,봉명동,1,1,3,5
충청북도,청주시 흥덕구,비하동,0,0,1,1
충청북도,청주시 흥덕구,서촌동,0,0,1,1
충청북도,청주시 흥덕구,송절동,0,1,1,2
충청북도,청주시 흥덕구,신봉동,0,1,0,1
충청북도,청주시 흥덕구,오송읍,1,2,4,7
충청북도,청주시 흥덕구,옥산면,1,1,2,4
충청북도,청주시 흥덕구,운천동,0,0,2,2
충청북도,충주시,교현동,1,3,3,7
충청북도,충주시,금가면,0,0,2,2
충청북도,충주시,금릉동,0,0,1,1
충청북도,충주시,노은면,0,1,1,2
충청북도,충주시,단월동,0,0,1,1
충청북도,충주시,대소원면,0,1,2,3
충청북도,충주시,동량면,0,1,2,3
충청북도,충주시,목행동,0,0,1,1
충청북도,충주시,문화동,0,0,1,1
충청북도,충주시,봉방동,1,0,1,2
충청북도,충주시,산척면,0,1,1,2
충청북도,충주시,살미면,0,0,1,1
충청북도,충주시,소태면,0,0,1,1
충청북도,충주시,수안보면,0,1,2,3
충청북도,충주시,신니면,0,1,2,3
충청북도,충주시,안림동,1,1,0,2
충청북도,충주시,앙성면,0,1,1,2
충청북도,충주시,엄정면,1,1,1,3
충청북도,충주시,연수동,0,0,3,3
충청북도,충주시,용두동,0,0,1,1
충청북도,충주시,용산동,2,0,2,4
충청북도,충주시,주덕읍,0,1,2,3
충청북도,충주시,중앙탑면,1,1,2,4
충청북도,충주시,칠금동,0,2,2,4
충청북도,충주시,호암동,4,3,1,8
